	TCGA-A6-2671-01A	TCGA-A6-2675-01A	TCGA-A6-2678-01A	TCGA-A6-2679-01A	TCGA-A6-2680-01A	TCGA-A6-2671-11A	TCGA-A6-2675-11A	TCGA-A6-2678-11A	TCGA-A6-2679-11A	TCGA-A6-2680-11A
TRPM2	625	1132	1011	384	1376	489	135	825	1212	271
TRPM2-AS	56	199	198	34	138	13	2	5	49	0
TRPM4	3585	4598	4674	1095	4538	16533	6000	18871	14254	8111
TRPM5	181	47	51	25	397	145	40	377	187	164
TRPM6	13	1227	487	17	271	11073	2801	7246	5363	10682
TRPM7	404	1622	1865	41	607	2043	1780	3027	2014	2812
TRPS1	89	241	114	2	31	345	949	377	296	211
TRPT1	430	1311	612	511	858	1768	717	1745	1132	1642
TRPV2	412	893	313	128	267	767	540	734	1143	410
TRPV3	9	65	9	2	78	674	230	60	687	2908
TRPV4	102	164	59	24	44	55	18	32	72	19
TRRAP	3227	4537	1989	322	2558	4127	4137	4964	3910	3301
TRUB1	245	897	733	48	449	976	797	1213	766	867
TRUB2	2229	1728	1743	319	1337	2119	1268	2278	1798	2074
TSACC	10	12	11	0	7	2	5	4	10	7
TSC1	930	1216	870	79	511	1242	1335	2027	1172	1462
TSC2	5868	5662	2836	1039	3014	6298	4164	6568	4341	4889
TSC22D1	10625	18606	7126	1036	12735	24748	15987	30951	14743	20497
TSC22D1-AS1	29	49	9	0	54	58	42	73	53	46
TSC22D2	891	1168	807	107	771	1833	1451	2046	1176	1289
TSC22D3	1036	1705	546	503	1244	8267	2757	12435	7259	5698
TSC22D4	2138	2865	1269	896	1870	4982	2175	4290	3460	3607
TSEN15	1031	880	1156	155	888	654	762	594	566	603
TSEN2	539	585	430	49	448	316	372	475	365	213
TSEN34	1743	2077	2242	527	991	2929	1543	2948	2017	1873
TSEN54	1108	1801	1824	457	1461	1859	842	1788	1760	2208
TSFM	644	1078	808	166	613	1480	896	1369	1252	1230
TSG101	2549	3548	2864	403	1545	4350	2396	4108	3462	4409
TSGA10	83	226	268	13	59	206	112	293	155	196
TSHZ1	551	1196	569	123	617	3463	4242	4605	2091	4524
TSHZ2	138	417	100	0	51	203	402	222	141	278
TSHZ3	195	450	112	31	112	718	1617	679	400	614
TSKU	1412	4019	938	591	1340	3811	1748	4537	3636	7006
TSN	2569	3679	4911	225	1622	3906	3026	4599	3375	4180
TSNARE1	1290	1005	314	122	492	889	355	743	590	1111
TSNAX	309	1078	844	97	532	1418	1121	1351	1001	1541
TSNAXIP1	5	15	4	7	7	18	32	18	11	17
TSPAN1	2155	16285	14778	3461	6344	111198	34469	73295	84590	28460
TSPAN10	37	38	21	0	12	20	20	31	29	32
TSPAN11	232	634	258	144	349	1333	1973	1165	2100	2008
TSPAN12	457	2384	1834	203	905	2605	1872	2947	1046	4941
TSPAN13	867	3453	2469	382	1120	5943	3101	6198	4084	6562
TSPAN14	1880	3977	2970	710	2643	6719	3829	8455	6591	6536
TSPAN15	1821	5007	3302	1218	3572	7689	4840	6921	6351	5507
TSPAN17	1622	2266	1598	632	1424	3256	1787	2537	2535	3167
TSPAN18	347	1473	129	28	205	1930	4122	1108	546	2061
TSPAN2	172	692	171	2	58	1521	2958	876	349	1099
TSPAN3	4215	12068	11054	1514	7782	54259	19083	37529	27836	47600
TSPAN31	419	1532	1335	117	400	1998	1333	2225	1508	2699
TSPAN32	14	19	3	0	9	21	71	24	29	37
TSPAN33	157	406	489	249	642	616	361	758	1089	604
TSPAN4	858	1115	334	359	502	1397	1154	1569	1549	1301
TSPAN5	649	1131	452	71	80	497	721	528	413	385
TSPAN6	2621	9579	4105	766	3812	5884	2731	7881	4593	3518
TSPAN7	101	609	116	64	396	7289	2536	7656	4453	3537
TSPAN8	12314	34646	73159	1620	4614	53672	23313	56109	46362	82502
TSPAN9	1207	1622	611	312	624	1262	1594	1403	881	1264
TSPO	4885	5078	7047	3595	4933	13337	4874	9685	10762	9327
TSPY26P	100	438	38	31	72	228	387	278	155	237
TSPYL1	1576	2519	1376	263	1433	4881	4716	5985	4080	5864
TSPYL2	640	558	197	82	400	592	1226	730	526	1008
TSPYL4	382	1124	300	75	418	939	1482	1080	814	858
TSPYL5	91	225	95	11	44	439	1167	604	216	418
TSR1	1863	1836	1202	209	949	1364	1861	1631	1187	1248
TSR2	1824	2309	838	403	1469	2395	2058	2278	1888	2302
TSR3	2058	1670	1048	962	1371	2888	1532	2081	2005	2503
TSSC1	1391	894	1429	497	1320	1238	661	1161	1186	897
TSSC2	11	47	15	3	11	33	46	40	37	24
TSSC4	2667	1522	663	720	1092	2113	1373	1718	1546	1844
TSSK4	11	63	17	11	19	44	86	112	44	76
TSSK5P	94	35	27	0	35	60	135	37	36	26
TSSK6	62	71	31	29	61	58	25	77	77	107
TST	3497	7128	3498	1904	3740	29406	8356	21145	24742	16695
TSTA3	14304	3692	3147	2195	5025	3970	1993	2592	3786	4352
TSTD1	902	710	2347	432	1002	3219	853	2692	2385	2765
TSTD2	443	610	388	16	280	1082	611	1082	740	560
TSTD3	9	45	21	2	9	67	52	95	47	74
TTBK1	37	131	24	49	131	104	65	147	187	791
TTBK2	77	377	124	5	50	455	665	640	375	399
TTC1	1073	1944	1978	352	832	2489	1780	2455	1921	2419
TTC12	340	682	413	166	482	615	422	523	424	810
TTC13	307	730	536	63	473	944	655	896	553	476
TTC14	120	762	452	13	190	685	779	954	607	861
TTC17	2143	3853	2273	187	1271	3325	2278	4334	2418	3335
TTC19	1283	2085	1705	162	899	2891	2422	4258	3217	4447
TTC21A	139	124	70	4	64	112	90	171	127	166
TTC21B	263	649	352	32	252	613	558	1072	592	562
TTC22	1273	1938	1014	391	724	6803	2683	5823	6072	6000
TTC23	403	424	419	71	296	827	1145	1015	676	740
TTC25	23	34	7	0	16	21	38	22	10	15
TTC26	276	391	288	8	100	126	144	169	140	79
TTC27	794	1025	886	16	304	715	680	986	743	428
TTC28	235	435	163	19	126	1091	1708	1369	719	1126
TTC28-AS1	156	241	249	40	96	284	303	507	250	452
TTC3	1963	7742	4680	251	2073	5984	7448	6883	4642	5639
TTC30A	172	258	232	25	104	656	426	694	497	681
TTC30B	153	295	181	4	103	564	378	617	440	504
TTC31	427	1054	406	131	547	1461	915	1672	1259	1956
TTC32	94	124	167	10	146	199	111	235	173	357
TTC33	96	526	189	3	120	659	565	799	478	709
TTC37	1215	2886	3642	126	1490	2762	2600	4077	2592	3906
TTC38	2577	3326	2718	981	5492	8678	3994	9179	8162	29341
TTC39A	943	1989	1896	343	1168	3585	1970	2754	1885	949
TTC39A-AS1	9	28	38	5	6	26	18	33	24	28
TTC39B	473	1501	957	100	667	2378	1658	2845	2267	3601
TTC39C	255	421	482	40	126	262	269	437	426	399
TTC3P1	63	105	61	5	57	155	369	374	92	119
TTC4	84	105	80	29	43	100	95	158	102	83
TTC5	239	542	312	82	217	496	464	707	523	484
TTC7A	1104	1686	555	263	894	4348	2003	3636	3048	6823
TTC7B	264	544	119	68	125	658	1125	460	338	592
TTC8	244	582	202	54	302	524	573	591	425	399
TTC9	256	179	142	65	319	207	83	109	199	112
TTC9C	312	778	695	126	503	581	470	883	603	696
TTF1	392	557	518	18	209	552	521	697	447	632
TTF2	600	1194	1070	82	617	805	614	1207	1052	658
TTI1	1535	3428	1201	201	1009	849	920	1230	873	675
TTI2	186	207	259	67	113	426	246	538	486	438
TTK	356	490	461	10	331	253	191	515	505	196
TTL	1756	1390	1261	124	772	1171	1589	1284	1000	955
TTLL1	170	169	116	19	102	274	215	255	204	134
TTLL11	150	142	96	11	125	245	466	251	162	207
TTLL12	5630	5522	2962	1113	4205	8159	3770	7428	6660	5682
TTLL2	16	42	5	1	29	19	22	44	10	6
TTLL3	251	868	228	29	368	276	386	532	378	313
TTLL4	900	1157	721	113	770	664	650	915	844	977
TTLL5	696	1175	607	55	531	1042	1072	1351	831	792
TTLL6	6	155	21	0	36	1029	241	724	298	479
TTLL7	32	95	112	2	4	283	417	359	260	280
TTN	44	158	86	1	66	142	244	312	174	161
TTN-AS1	15	80	30	2	36	55	101	120	68	66
TTPA	11	305	282	2	70	177	104	308	148	17
TTPAL	837	2531	586	31	396	656	646	784	641	603
TTYH1	48	42	36	3	17	75	176	83	69	164
TTYH2	161	175	39	66	61	251	353	476	360	350
TTYH3	10204	7131	2985	1806	4500	3545	1643	4500	3958	5352
TUB	81	160	22	2	20	276	548	363	224	436
TUBA1A	3055	5992	1361	565	1419	7354	15875	5006	3600	7768
TUBA1B	9242	10401	8029	1634	6636	12302	10819	12775	12411	8601
TUBA1C	4499	7340	3849	871	3595	7821	6922	5969	6747	5953
TUBA4A	6823	4636	3131	3180	4801	4317	3542	3728	3272	4179
TUBAL3	4	428	82	76	91	2254	950	2371	1944	4542
TUBAP2	107	14	86	41	24	27	10	28	31	32
TUBB	19661	23008	10147	3500	13196	18037	20286	18184	18309	14707
TUBB2A	336	474	177	116	362	1094	1728	748	798	2236
TUBB2B	53	48	10	13	27	235	379	192	240	315
TUBB4B	35323	12460	17324	9923	21819	31239	24574	24522	24576	23536
TUBB6	1626	1559	529	309	848	3225	6536	2038	1502	4070
TUBBP1	196	25	16	26	38	23	14	34	26	22
TUBBP5	56	45	31	27	36	41	47	52	51	59
TUBD1	85	255	196	16	85	170	234	234	185	318
TUBE1	130	502	182	10	212	283	357	497	311	458
TUBG1	2110	1820	1167	258	1733	1364	1288	1031	1206	1196
TUBG2	209	316	75	46	169	356	658	313	226	373
TUBGCP2	1934	4020	1485	773	2312	5009	3170	5086	4291	4352
TUBGCP3	1398	976	1495	99	1578	1068	1064	1443	974	1144
TUBGCP4	373	641	383	30	511	714	742	970	523	945
TUBGCP5	352	572	305	33	358	491	527	528	560	479
TUBGCP6	858	1705	748	320	1123	1335	1258	1918	1566	2141
TUFM	17608	12364	8213	4857	14337	19466	8614	15920	15892	13783
TUFT1	1247	1929	1186	200	1823	2358	1145	2575	1505	2247
TUG1	1285	4990	3590	51	1329	5462	4970	6899	4116	5954
TULP3	931	713	646	66	530	597	787	766	501	541
TULP4	932	1775	873	185	1155	1335	996	1874	1240	4873
TUSC1	392	404	462	158	225	1347	621	1183	947	1015
TUSC2	1361	950	1069	336	1244	1782	1180	1550	1478	2035
TUSC3	98	495	168	12	78	604	1016	371	301	551
TUSC8	120	167	167	23	214	65	17	75	65	66
TUT1	348	530	296	172	322	406	271	446	421	477
TVP23A	19	30	16	6	5	46	34	46	83	46
TVP23B	217	669	385	65	226	1065	631	1232	851	901
TVP23C	27	65	14	2	27	67	48	85	57	69
TWF1	519	3397	3298	32	796	3434	2770	3881	2714	4980
TWF2	2708	1780	865	637	1382	3469	1596	2688	2785	2478
TWIST1	95	269	43	51	42	27	65	53	18	10
TWIST2	57	56	25	10	20	179	251	152	124	134
TWISTNB	770	1251	1196	32	613	841	927	996	683	741
TWSG1	631	1791	1238	81	313	1606	2560	1709	1050	1260
TXK	2	27	35	1	4	41	13	78	45	78
TXLNA	2871	3773	3209	387	1231	3396	3351	3685	3277	2899
TXLNB	8	32	23	0	7	62	76	97	73	65
TXLNG	663	1655	1217	71	988	771	795	1411	784	996
TXN	5988	7096	8808	611	4708	17519	7074	14211	10492	13283
TXN2	1668	2257	3849	997	1932	5830	2681	5503	4949	6008
TXNDC11	860	2389	1811	366	1301	5367	2572	5617	4939	6275
TXNDC12	1954	3594	4336	634	1372	3393	2037	4121	2976	4595
TXNDC15	645	1429	1086	208	568	2192	2113	2232	2043	2424
TXNDC16	170	601	355	22	158	811	671	1149	648	591
TXNDC17	1450	1298	933	825	925	2594	1329	1992	2133	3199
TXNDC5	706	681	146	476	556	1309	368	1317	1910	345
TXNDC9	368	1080	1137	27	211	1222	870	1152	1137	1119
TXNIP	4986	35244	12743	1740	9430	62746	53007	73231	51307	34212
TXNL1	962	2076	1984	117	889	3239	2547	3563	2851	3824
TXNL4A	2153	1261	1085	743	1300	2639	1450	2397	2053	2087
TXNL4B	245	603	739	41	314	421	284	556	428	869
TXNRD1	2705	5393	4491	296	2832	5344	7401	5935	4903	6252
TXNRD2	842	805	652	296	691	1505	804	1200	1055	1151
TXNRD3	397	266	358	21	117	161	209	194	154	88
TYK2	2424	2921	1619	694	2424	3076	1779	3350	3396	3403
TYMP	1983	2821	1275	1060	1274	1868	784	1123	6040	2459
TYMS	548	323	927	77	528	1008	629	962	1117	776
TYMSOS	19	8	56	2	25	75	18	46	104	85
TYRO3	505	201	329	138	365	198	248	149	105	370
TYROBP	1413	1567	713	555	745	1914	667	2283	2787	1671
TYRP1	144	63	33	0	19	82	72	126	196	293
TYSND1	1176	1279	851	394	1037	1848	738	1505	1236	1574
TYW1	559	1101	588	81	504	945	707	1053	684	766
TYW1B	192	482	23	8	179	463	310	73	192	538
TYW3	340	378	580	22	316	828	881	1090	631	680
TYW5	136	362	375	18	120	294	267	432	279	532
U2AF1	19	21	16	5	1	36	20	54	25	1
U2AF1L4	123	199	69	48	81	290	209	340	262	267
U2AF2	10186	8383	5387	1902	6466	9430	5759	8539	8064	6931
U2SURP	960	3142	3202	66	1085	2590	2833	3368	2442	3486
U47924.27	43	61	106	41	129	166	51	134	100	120
U47924.31	4	20	24	11	7	29	22	34	21	44
U47924.6	28	85	15	44	57	64	87	73	77	86
U73166.2	22	23	14	2	7	6	9	22	6	30
U91328.19	40	88	20	22	34	339	333	274	137	727
UACA	547	2128	1573	33	604	1957	2220	2930	2376	3503
UAP1	1521	2684	2685	266	1560	6403	4401	7086	4873	7400
UAP1L1	417	583	170	113	630	881	226	860	618	225
UBA1	15600	20676	10273	4630	18694	20735	14262	22881	22574	21829
UBA2	2909	4692	4296	259	2368	3154	2557	3869	2677	3547
UBA3	1136	1757	2200	131	814	1865	1543	1994	1730	2227
UBA5	662	1106	1312	27	553	1266	1104	1565	1279	2139
UBA52	28854	16901	15599	9157	20999	22958	11238	21732	18141	18537
UBA6	1108	1517	2175	22	682	1238	1341	1535	1404	1602
UBA6-AS1	92	145	173	0	70	165	204	235	183	351
UBA7	1456	2491	1481	740	1379	5022	2585	3790	6299	6280
UBAC1	1691	1278	2146	508	1546	3781	2289	3398	2829	3018
UBAC2	3604	3635	4523	1161	5061	4087	2090	4870	3600	5275
UBAC2-AS1	37	18	89	15	50	26	23	48	27	31
UBALD1	2457	998	367	267	1390	1244	947	1036	927	989
UBALD2	4168	2581	1895	1482	3136	4881	1317	4909	4024	5992
UBAP1	1772	2009	1802	306	1052	3290	2410	3594	2553	3684
UBAP1L	14	63	26	3	26	56	81	134	76	143
UBAP2	2870	2596	1804	389	2083	2470	2172	3089	1928	1414
UBAP2L	6894	6194	4146	780	4888	4638	4585	5482	4360	3500
UBASH3A	17	48	32	52	25	87	49	74	488	95
UBASH3B	120	350	256	8	126	222	156	382	410	266
UBB	18595	18500	6962	3079	14924	39604	20790	36025	35209	47231
UBBP4	479	151	126	169	202	381	143	290	365	403
UBC	19332	29926	17884	4646	21291	36983	28733	34453	32128	48850
UBD	354	762	956	253	87	287	37	32	1420	399
UBE2A	1468	4062	2715	376	2049	4846	2916	4834	5116	4560
UBE2B	663	2412	2032	147	652	3167	2250	3230	2290	3989
UBE2C	2578	1640	1573	543	1538	1125	417	1145	1271	593
UBE2D1	258	1465	1081	81	298	1027	1238	1169	1155	660
UBE2D2	2724	3127	3968	589	2614	6413	3313	5221	5039	4359
UBE2D3	7287	7770	10197	818	4194	16082	10863	16542	13030	17497
UBE2D4	456	605	527	65	315	706	793	687	546	973
UBE2E1	1775	2357	2949	143	1125	3189	2318	3803	3233	2161
UBE2E2	110	369	540	12	43	329	543	427	249	318
UBE2E3	1125	1388	1158	115	990	2637	1306	2621	2148	2906
UBE2F	655	1086	812	69	528	1170	1028	1194	896	1552
UBE2FP1	7	34	12	0	12	123	75	111	86	169
UBE2G1	915	1570	1168	186	701	3302	2871	3387	2429	4093
UBE2G2	1491	3027	2221	437	1540	3129	3463	3735	2813	3615
UBE2H	2525	4502	3178	341	2237	4797	6230	5752	3401	4683
UBE2I	4960	4980	3873	1533	3676	4885	3338	4749	3865	4979
UBE2J1	1566	4383	3030	281	1678	7837	4196	7300	7655	8850
UBE2J2	1876	1626	1636	684	992	2947	1696	2585	2331	2894
UBE2K	1915	3608	5520	491	1693	5544	4065	5718	4300	4599
UBE2L3	1420	3414	3527	272	1262	5342	4097	5036	4364	5949
UBE2L6	2751	4345	3364	898	1767	2541	1262	2045	6694	3251
UBE2M	3083	2174	2201	1174	2150	3393	2024	2850	2275	2931
UBE2MP1	67	8	18	31	13	24	16	26	11	27
UBE2N	2248	3598	4704	248	2083	3575	3167	3685	3524	3623
UBE2O	1971	2169	1516	404	1197	1698	1437	2016	1686	1137
UBE2Q1	2366	3007	2301	616	2122	4798	2467	4822	3959	5442
UBE2Q2	524	1637	1704	53	425	1887	2477	2035	1244	1186
UBE2Q2P1	5	37	13	0	3	18	36	56	14	19
UBE2Q2P2	6	46	34	2	8	25	43	62	19	36
UBE2Q2P6	382	4147	2272	56	560	3357	3864	7023	4512	6247
UBE2QL1	46	86	18	11	19	309	540	206	103	210
UBE2R2	3608	3299	3440	528	2388	4211	3498	4865	3441	7063
UBE2S	1665	672	798	679	795	824	320	499	781	326
UBE2SP1	39	9	97	11	26	14	9	6	9	6
UBE2T	378	444	987	103	775	392	220	367	478	229
UBE2V1	163	460	159	8	119	395	324	434	293	468
UBE2V2	494	2172	1012	38	660	1995	1850	2105	1505	2700
UBE2W	595	1345	923	106	291	974	733	1296	834	1070
UBE2Z	2654	5370	3117	387	2289	6257	4325	6547	5631	6160
UBE3A	1619	2485	2011	72	1079	3588	3149	4634	2948	4719
UBE3B	1278	2527	1716	318	943	4744	2845	4920	3783	3392
UBE3C	2634	5321	4969	389	3073	5237	4258	6120	4036	5028
UBE3D	142	169	99	27	133	110	72	130	109	83
UBE4A	442	2159	1414	68	608	2335	1966	2911	1879	3569
UBE4B	2137	2642	2224	194	997	3841	3018	5386	2959	4078
UBFD1	1922	3175	1841	237	1005	1840	1881	2004	1591	1132
UBIAD1	1251	1318	779	144	494	1343	1059	1473	1105	981
UBL3	1168	3217	2548	80	1136	6094	3087	6366	3973	5695
UBL4A	2037	2411	1593	1064	1966	2993	2135	2584	2176	3106
UBL5	3779	3357	3126	2082	3214	5913	3025	4371	4428	6657
UBL7	877	1233	821	281	1031	2743	1450	2629	1999	2635
UBL7-AS1	22	46	72	7	75	164	58	146	122	163
UBLCP1	309	1034	849	24	268	971	911	1080	1076	1134
UBN1	2354	3890	2088	256	1889	4429	3411	5282	3725	4523
UBN2	427	1434	791	37	477	928	1131	1577	866	1113
UBOX5	630	628	466	169	550	1112	719	1131	825	879
UBP1	3349	4359	3282	311	2316	5269	4824	6058	4635	4746
UBQLN1	3828	4975	6709	211	3265	6203	5335	6705	5242	8038
UBQLN2	1017	2264	1571	122	1021	2466	2690	2936	1969	2736
UBQLN4	2031	2529	1140	132	1673	1836	1891	2057	1666	1564
UBR1	267	1194	610	17	549	1701	1824	2045	1522	2162
UBR2	887	2610	2152	157	832	3828	2606	4736	4881	4115
UBR3	605	1747	888	32	638	2243	2522	2635	1598	2442
UBR4	5579	7125	3964	629	3488	10098	9831	12596	8843	12170
UBR5	2960	5034	2801	90	2067	3861	4293	5397	3398	3901
UBR7	535	1364	923	129	619	2429	1654	2652	1929	2343
UBTD1	270	437	103	71	196	246	248	165	165	148
UBTD2	540	1254	1107	59	480	1983	1261	2008	1600	2909
UBTF	4267	6041	3565	760	2720	7783	6670	8097	6569	5861
UBXN1	2067	4324	1836	1186	2647	5597	3275	5346	3885	6526
UBXN10	546	1088	323	30	230	1488	1380	1104	508	578
UBXN11	917	493	376	141	488	367	298	395	484	245
UBXN2A	455	809	1181	63	317	1096	1027	1325	889	1861
UBXN2B	281	1294	601	20	394	1359	1230	1433	1270	1270
UBXN4	2267	6655	3161	193	1903	5582	4633	6463	5169	6583
UBXN6	3603	3774	2589	2263	2416	8263	3700	6777	5502	9947
UBXN7	774	1593	994	28	533	1477	1885	2176	1219	1556
UBXN8	42	164	126	5	115	349	268	337	320	315
UCA1	108	789	93	19	1207	172	35	116	75	61
UCHL1	133	179	45	21	22	671	1060	651	706	1351
UCHL3	322	617	516	30	473	439	297	294	345	398
UCHL5	696	1222	1956	183	795	1349	1199	1759	1172	2033
UCK1	1218	815	824	297	715	1959	1340	2022	1262	1910
UCK2	3388	2116	1958	684	2889	5473	2255	4893	2596	4957
UCKL1	3840	2154	966	1654	2715	1640	864	1698	1454	2249
UCKL1-AS1	54	53	5	14	32	13	20	34	13	71
UCN	10	7	14	2	33	2	7	6	14	17
UCP2	1599	2922	2552	642	1038	3770	1703	4148	5740	2807
UCP3	13	41	23	8	11	33	47	61	34	51
UEVLD	752	1681	1499	88	381	1769	1353	2090	1528	1455
UFC1	2996	3147	3303	944	3553	5056	2716	5313	3784	5755
UFD1L	1193	2492	1698	434	1092	2500	1620	2386	2346	3129
UFL1	404	2126	1056	72	540	2021	1739	2603	1626	2893
UFM1	1491	3521	3196	271	1835	2964	2378	3623	2495	3854
UFSP1	128	82	79	123	102	105	70	76	113	74
UFSP2	559	704	616	37	253	968	958	1186	798	1112
UGCG	679	1677	1331	40	726	2509	1956	3072	2464	5318
UGDH	910	3083	2709	175	1238	9937	10338	15854	11378	4907
UGDH-AS1	12	85	33	10	19	71	82	121	82	70
UGGT1	2457	5315	3829	218	2425	3780	3827	4628	4242	3979
UGGT2	383	983	878	40	539	488	512	623	361	476
UGP2	1509	4924	4116	74	1076	22350	12980	22160	18486	7712
UGT1A10	15	221	56	26	102	3540	1078	3293	2262	3034
UGT1A6	39	3	2	1	22	20	8	24	14	115
UGT2A3	1	759	498	9	155	6962	2463	9329	4203	16277
UGT2B15	10	314	584	60	75	35	1100	5239	3776	2476
UGT2B17	0	4568	5180	514	1782	194	17203	70397	52585	71330
UGT2B7	9	89	39	3	42	569	121	241	125	4717
UGT8	951	1420	4162	100	909	3891	2017	4222	2997	2664
UHMK1	1101	3925	4335	64	1349	4947	3655	6302	4197	9082
UHRF1	1597	636	777	347	1047	252	186	250	427	143
UHRF1BP1	515	1075	635	42	548	734	956	1005	746	983
UHRF1BP1L	170	545	580	6	219	1101	991	1313	884	1391
UHRF2	535	1350	1159	36	474	984	1330	1696	958	827
UIMC1	581	906	892	39	440	947	973	1100	802	1217
ULBP1	7	5	16	5	20	1	2	7	2	0
ULBP2	8	12	16	9	8	1	6	2	4	4
ULBP3	32	45	20	11	41	12	42	18	29	8
ULK1	1807	1936	717	343	985	2231	1896	2396	1490	3042
ULK2	366	514	247	61	175	717	1132	869	435	516
ULK3	691	1379	840	273	956	3293	1409	3283	2983	6765
ULK4	127	164	67	93	125	71	133	116	80	162
UMAD1	176	709	515	89	198	1311	499	1185	974	1282
UMODL1	21	69	69	19	42	28	8	41	19	80
UMPS	1623	1378	1767	276	1316	1440	1204	1724	1224	1594
UNC119	647	917	327	209	600	885	573	928	843	1222
UNC119B	1267	1220	1462	243	1089	2116	1388	3121	1701	2376
UNC13A	54	39	19	8	5	42	78	77	62	58
UNC13B	1702	3432	2247	288	1886	6123	4262	6144	4512	3803
UNC13D	531	1480	490	487	1972	2329	1168	1247	3122	844
UNC45A	4528	2822	2193	872	3127	5477	4973	5348	3686	4824
UNC50	911	1205	1224	187	728	1322	953	1440	1104	1579
UNC5B	805	3072	632	193	929	3577	2102	4535	5193	1722
UNC5C	40	237	48	2	62	891	530	927	739	277
UNC5CL	54	1090	247	167	411	98	69	118	114	2429
UNC93A	19	12	4	10	166	11	8	9	1	193
UNC93B1	1663	3094	1591	1040	2278	3783	939	2969	3781	4457
UNG	1533	2174	2301	361	1193	2810	1638	3222	2681	1677
UNK	819	1177	824	227	854	1547	1029	1634	1376	1300
UNKL	703	554	236	154	334	394	342	553	344	322
UPF1	6170	7501	4381	955	4351	8553	6111	9504	7823	6834
UPF2	871	1846	1147	29	452	1769	2049	2001	1781	2024
UPF3A	707	756	860	135	1168	975	792	1221	957	1256
UPF3B	289	904	313	43	185	449	467	602	424	465
UPK3A	2	21	19	26	69	9	10	10	11	428
UPK3B	2	12	11	0	83	14	13	26	33	36
UPP1	531	729	815	296	556	2173	1933	1766	2845	912
UPRT	246	531	276	30	274	607	440	796	499	766
UQCC1	1895	2099	1323	365	1438	1861	1108	2489	1685	1256
UQCC2	827	1000	620	248	915	1013	743	993	933	814
UQCC3	803	968	682	747	1019	1681	709	1251	1297	1556
UQCR10	1790	1630	3195	1033	2048	6580	2663	5381	5225	6239
UQCR11	1767	2402	2671	1234	1734	4806	2921	4076	3499	4719
UQCRB	3051	4493	5130	301	2049	8818	6004	9132	6561	9265
UQCRC1	14119	9141	12185	5576	12368	30007	12083	24762	22894	26236
UQCRC2	6737	10786	7674	1542	9509	20928	11593	23436	17997	21759
UQCRFS1	1603	2777	3211	422	1527	8326	4076	8341	6803	6575
UQCRH	2987	3245	6703	607	2183	7953	3817	8872	6798	7528
UQCRHL	328	77	174	73	147	165	70	216	166	194
UQCRQ	5008	3065	7561	5096	7049	9286	3799	8171	7647	11047
URAD	260	92	8	457	204	2040	357	1123	1215	1314
URAHP	18	22	18	1	28	9	10	13	12	7
URB1	1863	2478	1523	251	1230	1236	1707	1593	1256	682
URB1-AS1	71	110	95	67	84	288	134	271	184	175
URB2	587	834	1044	199	868	442	569	529	467	301
URGCP	1880	2084	1544	419	1389	5130	3034	4253	3779	6377
URI1	2691	3965	2832	244	1627	2947	2521	3415	2474	2852
URM1	3318	2288	2838	946	2181	3767	2166	3675	3019	3560
UROD	1984	1398	1099	631	671	2503	1723	2080	1777	2728
UROS	546	1350	859	241	671	1336	1011	1242	1214	1760
USB1	1257	3018	1478	328	1507	3052	2747	2575	2186	2250
USE1	716	779	395	379	637	1032	547	883	784	884
USF1	1349	1426	979	579	1101	2175	1159	2191	2423	2777
USF2	5835	3590	1943	1948	3043	6349	3290	5760	4738	7062
USH1C	7700	6912	3813	1513	6763	14259	4131	11335	9703	30540
USHBP1	28	73	19	4	37	99	79	129	75	114
USMG5	727	1853	1677	227	1168	4530	2383	4307	3733	4223
USO1	1346	4591	3821	160	732	4022	3857	5127	3759	4893
USP1	703	1947	2438	41	521	1949	1879	2527	1951	1973
USP10	2163	3695	1836	413	2828	3158	2949	4178	3054	3822
USP11	2457	3409	756	507	1582	2604	2819	2753	2395	2488
USP12	870	3086	3148	57	433	3263	3373	3884	2236	4996
USP13	383	290	248	12	259	439	757	638	312	314
USP14	1273	1538	3520	174	997	2250	2404	2427	2230	2031
USP15	632	1886	1647	42	665	2130	1919	2494	2028	2462
USP16	487	1964	1497	51	509	2117	2132	2533	2037	2827
USP18	240	423	270	39	98	165	96	119	406	246
USP19	3109	3054	1948	539	1815	5576	3444	5759	4395	4445
USP2	62	111	21	44	91	2093	431	2663	2283	6809
USP2-AS1	77	40	13	13	40	115	21	118	69	140
USP20	1278	1407	529	236	762	1660	1250	1620	1988	1492
USP21	728	1040	539	243	627	1103	735	1500	960	1052
USP22	8111	5691	3887	960	3593	10067	7405	11219	7368	7805
USP24	1270	3225	2451	168	1165	2911	2969	4126	2697	2953
USP25	530	1735	1101	14	558	1787	1763	1968	1494	2331
USP27X	162	276	84	53	106	160	198	178	113	158
USP27X-AS1	37	48	26	1	18	40	50	36	29	40
USP28	389	1104	1024	56	306	994	891	1423	980	1040
USP3	754	871	1817	214	1095	2162	1486	2908	1695	2694
USP3-AS1	17	23	36	4	16	28	26	54	34	35
USP30	271	929	713	140	405	1811	775	2086	1076	1720
USP30-AS1	12	54	67	6	34	318	19	140	520	237
USP31	788	941	740	23	376	469	608	618	374	352
USP32	497	1364	698	35	453	1307	1293	1551	1057	1236
USP33	513	2296	2733	43	500	2784	1988	3864	2571	3555
USP34	863	2259	1985	64	960	2773	3866	3761	2360	3864
